timestamp_utc,x_mm,y_mm,z_mm,best_offset_mm,fit_used,peak_brightness,used_wide,plane_samples
2026-08-27T06:22:30+00:00,-0.005,12.0077,22.5935,0.004498,True,35.7,True,1
2026-08-27T06:23:50+00:00,-0.005,12.0077,23.1048,-0.005,False,38.3,True,2
2026-08-27T06:23:57+00:00,-0.005,12.0077,23.0946,0.001916,True,35.8,False,3
2026-08-27T06:24:06+00:00,-0.005,12.0077,23.0898,0.000461,True,35.7,False,4
2026-08-27T06:24:48+00:00,-0.005,12.0077,23.589,0.003051,True,37.1,True,5
2026-08-27T06:26:12+00:00,-0.005,12.0077,24.1,-0.005,False,37.1,True,6
